x,lambdaTime_1e-05,lambdaRate_1e-05,lambda
-3.2031e+06,NaN,NaN,2.4573e-20
-3.1836e+06,NaN,NaN,4.1153e-20
-3.1641e+06,NaN,NaN,6.8843e-20
-3.1445e+06,NaN,NaN,1.1503e-19
-3.125e+06,NaN,NaN,1.92e-19
-3.1055e+06,NaN,NaN,3.201e-19
-3.0859e+06,NaN,NaN,5.3305e-19
-3.0664e+06,NaN,NaN,8.8664e-19
-3.0469e+06,NaN,NaN,1.4731e-18
-3.0273e+06,NaN,NaN,2.4445e-18
-3.0078e+06,NaN,NaN,4.0516e-18
-2.9883e+06,NaN,NaN,6.7074e-18
-2.9688e+06,NaN,NaN,1.1091e-17
-2.9492e+06,NaN,NaN,1.8316e-17
-2.9297e+06,NaN,NaN,3.0211e-17
-2.9102e+06,NaN,NaN,4.9768e-17
-2.8906e+06,NaN,NaN,8.1885e-17
-2.8711e+06,NaN,NaN,1.3456e-16
-2.8516e+06,NaN,NaN,2.2083e-16
-2.832e+06,NaN,NaN,3.6195e-16
-2.8125e+06,NaN,NaN,5.9248e-16
-2.793e+06,NaN,NaN,9.6858e-16
-2.7734e+06,NaN,NaN,1.5813e-15
-2.7539e+06,NaN,NaN,2.5782e-15
-2.7344e+06,NaN,NaN,4.1979e-15
-2.7148e+06,NaN,NaN,6.8259e-15
-2.6953e+06,NaN,NaN,1.1084e-14
-2.6758e+06,NaN,NaN,1.7973e-14
-2.6563e+06,NaN,NaN,2.9103e-14
-2.6367e+06,NaN,NaN,4.7058e-14
-2.6172e+06,NaN,NaN,7.5983e-14
-2.5977e+06,NaN,NaN,1.2251e-13
-2.5781e+06,NaN,NaN,1.9724e-13
-2.5586e+06,NaN,NaN,3.1708e-13
-2.5391e+06,NaN,NaN,5.0898e-13
-2.5195e+06,NaN,NaN,8.1579e-13
-2.5e+06,NaN,NaN,1.3056e-12
-2.4805e+06,NaN,NaN,2.0861e-12
-2.4609e+06,NaN,NaN,3.3283e-12
-2.4414e+06,NaN,NaN,5.3016e-12
-2.4219e+06,NaN,NaN,8.4315e-12
-2.4023e+06,NaN,NaN,1.3388e-11
-2.3828e+06,NaN,NaN,2.1223e-11
-2.3633e+06,NaN,NaN,3.3588e-11
-2.3438e+06,NaN,NaN,5.3068e-11
-2.3242e+06,NaN,NaN,8.3707e-11
-2.3047e+06,NaN,NaN,1.3181e-10
-2.2852e+06,NaN,NaN,2.0719e-10
-2.2656e+06,NaN,NaN,3.2512e-10
-2.2461e+06,NaN,NaN,5.0926e-10
-2.2266e+06,NaN,NaN,7.9627e-10
-2.207e+06,NaN,NaN,1.2428e-09
-2.1875e+06,NaN,NaN,1.936e-09
-2.168e+06,NaN,NaN,3.0104e-09
-2.1484e+06,NaN,NaN,4.6721e-09
-2.1289e+06,NaN,NaN,7.237e-09
-2.1094e+06,NaN,NaN,1.1188e-08
-2.0898e+06,NaN,NaN,1.7262e-08
-2.0703e+06,NaN,NaN,2.6579e-08
-2.0508e+06,NaN,NaN,4.0842e-08
-2.0313e+06,NaN,NaN,6.2627e-08
-2.0117e+06,NaN,NaN,9.5827e-08
-1.9922e+06,NaN,NaN,1.4631e-07
-1.9727e+06,NaN,NaN,2.229e-07
-1.9531e+06,NaN,NaN,3.388e-07
-1.9336e+06,NaN,NaN,5.138e-07
-1.9141e+06,NaN,NaN,7.7737e-07
-1.8945e+06,NaN,NaN,1.1733e-06
-1.875e+06,NaN,NaN,1.7665e-06
-1.8555e+06,NaN,NaN,2.653e-06
-1.8359e+06,NaN,NaN,3.9741e-06
-1.8164e+06,NaN,NaN,5.9371e-06
-1.7969e+06,NaN,NaN,8.8456e-06
-1.7773e+06,NaN,NaN,1.3142e-05
-1.7578e+06,NaN,NaN,1.9468e-05
-1.7383e+06,NaN,NaN,2.8752e-05
-1.7188e+06,NaN,NaN,4.233e-05
-1.6992e+06,NaN,NaN,6.212e-05
-1.6797e+06,NaN,NaN,9.0852e-05
-1.6602e+06,NaN,NaN,0.0001324
-1.6406e+06,NaN,NaN,0.00019224
-1.6211e+06,NaN,NaN,0.00027804
-1.6016e+06,NaN,NaN,0.00040046
-1.582e+06,NaN,NaN,0.00057426
-1.5625e+06,NaN,NaN,0.00081967
-1.543e+06,NaN,NaN,0.0011641
-1.5234e+06,NaN,NaN,0.0016445
-1.5039e+06,NaN,NaN,0.0023096
-1.4844e+06,NaN,NaN,0.0032236
-1.4648e+06,NaN,NaN,0.0044686
-1.4453e+06,NaN,NaN,0.0061485
-1.4258e+06,NaN,NaN,0.0083913
-1.4063e+06,NaN,NaN,0.01135
-1.3867e+06,NaN,NaN,0.015203
-1.3672e+06,NaN,NaN,0.020146
-1.3477e+06,NaN,NaN,0.026385
-1.3281e+06,NaN,NaN,0.03412
-1.3086e+06,NaN,NaN,0.043523
-1.2891e+06,NaN,NaN,0.054716
-1.2695e+06,NaN,NaN,0.067743
-1.25e+06,NaN,NaN,0.082558
-1.2305e+06,NaN,NaN,0.099012
-1.2109e+06,NaN,NaN,0.11686
-1.1914e+06,NaN,NaN,0.13578
-1.1719e+06,NaN,NaN,0.15541
-1.1523e+06,NaN,NaN,0.17538
-1.1328e+06,NaN,NaN,0.19531
-1.1133e+06,NaN,NaN,0.21489
-1.0938e+06,NaN,NaN,0.23386
-1.0742e+06,NaN,NaN,0.252
-1.0547e+06,NaN,NaN,0.26916
-1.0352e+06,NaN,NaN,0.28527
-1.0156e+06,NaN,NaN,0.30025
-9.9609e+05,NaN,NaN,0.31411
-9.7656e+05,NaN,NaN,0.32685
-9.5703e+05,NaN,NaN,0.33852
-9.375e+05,NaN,NaN,0.34915
-9.1797e+05,NaN,NaN,0.35881
-8.9844e+05,NaN,NaN,0.36756
-8.7891e+05,NaN,NaN,0.37546
-8.5938e+05,NaN,NaN,0.38259
-8.3984e+05,NaN,NaN,0.38901
-8.2031e+05,NaN,NaN,0.39477
-8.0078e+05,NaN,NaN,0.39995
-7.8125e+05,NaN,NaN,0.40459
-7.6172e+05,NaN,NaN,0.40874
-7.4219e+05,NaN,NaN,0.41246
-7.2266e+05,NaN,NaN,0.41578
-7.0313e+05,NaN,NaN,0.41875
-6.8359e+05,NaN,NaN,0.42139
-6.6406e+05,NaN,NaN,0.42376
-6.4453e+05,NaN,NaN,0.42587
-6.25e+05,NaN,NaN,0.42774
-6.0547e+05,NaN,NaN,0.42942
-5.8594e+05,NaN,NaN,0.43091
-5.6641e+05,NaN,NaN,0.43224
-5.4688e+05,NaN,NaN,0.43342
-5.2734e+05,NaN,NaN,0.43447
-5.0781e+05,NaN,NaN,0.43541
-4.8828e+05,NaN,NaN,0.43624
-4.6875e+05,NaN,NaN,0.43698
-4.4922e+05,NaN,NaN,0.43764
-4.2969e+05,NaN,NaN,0.43822
-4.1016e+05,NaN,NaN,0.43874
-3.9063e+05,NaN,NaN,0.4392
-3.7109e+05,NaN,NaN,0.43961
-3.5156e+05,NaN,NaN,0.43997
-3.3203e+05,NaN,NaN,0.4403
-3.125e+05,NaN,NaN,0.44058
-2.9297e+05,NaN,NaN,0.44083
-2.7344e+05,NaN,NaN,0.44105
-2.5391e+05,NaN,NaN,0.44125
-2.3438e+05,NaN,NaN,0.44142
-2.1484e+05,NaN,NaN,0.44157
-1.9531e+05,NaN,NaN,0.4417
-1.7578e+05,NaN,NaN,0.44182
-1.5625e+05,NaN,NaN,0.44191
-1.3672e+05,NaN,NaN,0.442
-1.1719e+05,NaN,NaN,0.44207
-97656,NaN,NaN,0.44213
-78125,NaN,NaN,0.44217
-58594,NaN,NaN,0.44221
-39063,NaN,NaN,0.44223
-19531,NaN,NaN,0.44225
0,0.0050003,NaN,0.44225
19531,0.025001,976.51,0.44225
39063,0.045002,976.51,0.44223
58594,0.085004,488.26,0.44221
78125,0.17501,217,0.44217
97656,0.36002,105.57,0.44213
1.1719e+05,0.70504,56.609,0.44207
1.3672e+05,1.2201,37.923,0.442
1.5625e+05,1.8801,29.591,0.44191
1.7578e+05,2.6551,25.2,0.44182
1.9531e+05,3.5152,22.71,0.4417
2.1484e+05,4.4402,21.114,0.44157
2.3438e+05,5.4203,19.929,0.44142
2.5391e+05,6.4403,19.147,0.44125
2.7344e+05,7.4904,18.6,0.44105
2.9297e+05,8.5704,18.084,0.44083
3.125e+05,9.6705,17.755,0.44058
3.3203e+05,10.786,17.516,0.4403
3.5156e+05,11.916,17.283,0.43997
3.7109e+05,13.056,17.132,0.43961
3.9063e+05,14.206,16.983,0.4392
4.1016e+05,15.366,16.836,0.43874
4.2969e+05,16.531,16.764,0.43822
4.4922e+05,17.701,16.693,0.43764
4.6875e+05,18.871,16.693,0.43698
4.8828e+05,20.051,16.551,0.43624
5.0781e+05,21.231,16.551,0.43541
5.2734e+05,22.416,16.481,0.43447
5.4688e+05,23.601,16.481,0.43342
5.6641e+05,24.791,16.412,0.43224
5.8594e+05,25.981,16.412,0.43091
6.0547e+05,27.176,16.343,0.42942
6.25e+05,28.366,16.412,0.42774
6.4453e+05,29.561,16.343,0.42587
6.6406e+05,30.757,16.343,0.42376
6.8359e+05,31.952,16.343,0.42139
7.0313e+05,33.147,16.343,0.41875
7.2266e+05,34.347,16.275,0.41578
7.4219e+05,35.547,16.275,0.41246
7.6172e+05,36.742,16.343,0.40874
7.8125e+05,37.942,16.275,0.40459
8.0078e+05,39.142,16.275,0.39995
8.2031e+05,40.342,16.275,0.39477
8.3984e+05,41.537,16.343,0.38901
8.5938e+05,42.737,16.275,0.38259
8.7891e+05,43.937,16.275,0.37546
8.9844e+05,45.142,16.208,0.36756
9.1797e+05,46.342,16.275,0.35881
9.375e+05,47.542,16.275,0.34915
9.5703e+05,48.742,16.275,0.33852
9.7656e+05,49.942,16.275,0.32685
9.9609e+05,51.143,16.275,0.31411
1.0156e+06,52.343,16.275,0.30025
1.0352e+06,53.543,16.275,0.28527
1.0547e+06,54.748,16.208,0.26916
1.0742e+06,55.948,16.275,0.252
1.0938e+06,57.148,16.275,0.23386
1.1133e+06,58.348,16.275,0.21489
1.1328e+06,59.553,16.208,0.19531
1.1523e+06,60.753,16.275,0.17538
1.1719e+06,61.953,16.275,0.15541
1.1914e+06,63.153,16.275,0.13578
1.2109e+06,64.353,16.275,0.11686
1.2305e+06,65.558,16.208,0.099012
1.25e+06,66.758,16.275,0.082558
1.2695e+06,67.958,16.275,0.067743
1.2891e+06,69.158,16.275,0.054716
1.3086e+06,70.359,16.275,0.043523
1.3281e+06,71.564,16.208,0.03412
1.3477e+06,72.764,16.275,0.026385
1.3672e+06,73.964,16.275,0.020146
1.3867e+06,75.164,16.275,0.015203
1.4063e+06,76.364,16.275,0.01135
1.4258e+06,77.569,16.208,0.0083913
1.4453e+06,78.769,16.275,0.0061485
1.4648e+06,79.969,16.275,0.0044686
1.4844e+06,81.169,16.275,0.0032236
1.5039e+06,82.369,16.275,0.0023096
1.5234e+06,83.569,16.275,0.0016445
1.543e+06,84.769,16.275,0.0011641
1.5625e+06,85.969,16.275,0.00081967
1.582e+06,87.169,16.275,0.00057426
1.6016e+06,88.374,16.208,0.00040046
1.6211e+06,89.574,16.275,0.00027804
1.6406e+06,90.775,16.275,0.00019224
1.6602e+06,91.975,16.275,0.0001324
1.6797e+06,93.175,16.275,9.0852e-05
1.6992e+06,94.375,16.275,6.212e-05
1.7188e+06,95.575,16.275,4.233e-05
1.7383e+06,96.775,16.275,2.8752e-05
1.7578e+06,97.975,16.275,1.9468e-05
1.7773e+06,99.175,16.275,1.3142e-05
1.7969e+06,NaN,NaN,8.8456e-06
1.8164e+06,NaN,NaN,5.9371e-06
1.8359e+06,NaN,NaN,3.9741e-06
1.8555e+06,NaN,NaN,2.653e-06
1.875e+06,NaN,NaN,1.7665e-06
1.8945e+06,NaN,NaN,1.1733e-06
1.9141e+06,NaN,NaN,7.7737e-07
1.9336e+06,NaN,NaN,5.138e-07
1.9531e+06,NaN,NaN,3.388e-07
1.9727e+06,NaN,NaN,2.229e-07
1.9922e+06,NaN,NaN,1.4631e-07
2.0117e+06,NaN,NaN,9.5827e-08
2.0313e+06,NaN,NaN,6.2627e-08
2.0508e+06,NaN,NaN,4.0842e-08
2.0703e+06,NaN,NaN,2.6579e-08
2.0898e+06,NaN,NaN,1.7262e-08
2.1094e+06,NaN,NaN,1.1188e-08
2.1289e+06,NaN,NaN,7.237e-09
2.1484e+06,NaN,NaN,4.6721e-09
2.168e+06,NaN,NaN,3.0104e-09
2.1875e+06,NaN,NaN,1.936e-09
2.207e+06,NaN,NaN,1.2428e-09
2.2266e+06,NaN,NaN,7.9627e-10
2.2461e+06,NaN,NaN,5.0926e-10
2.2656e+06,NaN,NaN,3.2512e-10
2.2852e+06,NaN,NaN,2.0719e-10
2.3047e+06,NaN,NaN,1.3181e-10
2.3242e+06,NaN,NaN,8.3707e-11
2.3438e+06,NaN,NaN,5.3068e-11
2.3633e+06,NaN,NaN,3.3588e-11
2.3828e+06,NaN,NaN,2.1223e-11
2.4023e+06,NaN,NaN,1.3388e-11
2.4219e+06,NaN,NaN,8.4315e-12
2.4414e+06,NaN,NaN,5.3016e-12
2.4609e+06,NaN,NaN,3.3283e-12
2.4805e+06,NaN,NaN,2.0861e-12
2.5e+06,NaN,NaN,1.3056e-12
2.5195e+06,NaN,NaN,8.1579e-13
2.5391e+06,NaN,NaN,5.0898e-13
2.5586e+06,NaN,NaN,3.1708e-13
2.5781e+06,NaN,NaN,1.9724e-13
2.5977e+06,NaN,NaN,1.2251e-13
2.6172e+06,NaN,NaN,7.5983e-14
2.6367e+06,NaN,NaN,4.7058e-14
2.6563e+06,NaN,NaN,2.9103e-14
2.6758e+06,NaN,NaN,1.7973e-14
2.6953e+06,NaN,NaN,1.1084e-14
2.7148e+06,NaN,NaN,6.8259e-15
2.7344e+06,NaN,NaN,4.1979e-15
2.7539e+06,NaN,NaN,2.5782e-15
2.7734e+06,NaN,NaN,1.5813e-15
2.793e+06,NaN,NaN,9.6858e-16
2.8125e+06,NaN,NaN,5.9248e-16
2.832e+06,NaN,NaN,3.6195e-16
2.8516e+06,NaN,NaN,2.2083e-16
2.8711e+06,NaN,NaN,1.3456e-16
2.8906e+06,NaN,NaN,8.1885e-17
2.9102e+06,NaN,NaN,4.9768e-17
2.9297e+06,NaN,NaN,3.0211e-17
2.9492e+06,NaN,NaN,1.8316e-17
2.9688e+06,NaN,NaN,1.1091e-17
2.9883e+06,NaN,NaN,6.7074e-18
3.0078e+06,NaN,NaN,4.0516e-18
3.0273e+06,NaN,NaN,2.4445e-18
3.0469e+06,NaN,NaN,1.4731e-18
3.0664e+06,NaN,NaN,8.8664e-19
3.0859e+06,NaN,NaN,5.3305e-19
3.1055e+06,NaN,NaN,3.201e-19
3.125e+06,NaN,NaN,1.92e-19
3.1445e+06,NaN,NaN,1.1503e-19
3.1641e+06,NaN,NaN,6.8843e-20
3.1836e+06,NaN,NaN,4.1153e-20
3.2031e+06,NaN,NaN,2.4573e-20
3.2227e+06,NaN,NaN,1.4657e-20
3.2422e+06,NaN,NaN,8.7329e-21
3.2617e+06,NaN,NaN,5.1975e-21
3.2813e+06,NaN,NaN,3.0901e-21
3.3008e+06,NaN,NaN,1.8352e-21
3.3203e+06,NaN,NaN,1.0887e-21
3.3398e+06,NaN,NaN,6.4523e-22
3.3594e+06,NaN,NaN,3.8199e-22
3.3789e+06,NaN,NaN,2.2591e-22
3.3984e+06,NaN,NaN,1.3347e-22
3.418e+06,NaN,NaN,7.8775e-23
3.4375e+06,NaN,NaN,4.6446e-23
3.457e+06,NaN,NaN,2.7357e-23
3.4766e+06,NaN,NaN,1.6098e-23
3.4961e+06,NaN,NaN,9.4631e-24
3.5156e+06,NaN,NaN,5.5574e-24
3.5352e+06,NaN,NaN,3.2605e-24
3.5547e+06,NaN,NaN,1.9111e-24
3.5742e+06,NaN,NaN,1.1191e-24
3.5938e+06,NaN,NaN,6.5469e-25
3.6133e+06,NaN,NaN,3.8264e-25
3.6328e+06,NaN,NaN,2.2343e-25
3.6523e+06,NaN,NaN,1.3034e-25
3.6719e+06,NaN,NaN,7.5967e-26
3.6914e+06,NaN,NaN,4.4235e-26
3.7109e+06,NaN,NaN,2.5735e-26
3.7305e+06,NaN,NaN,1.4958e-26
3.75e+06,NaN,NaN,8.6864e-27
3.7695e+06,NaN,NaN,5.0398e-27
3.7891e+06,NaN,NaN,2.9215e-27
3.8086e+06,NaN,NaN,1.6921e-27
3.8281e+06,NaN,NaN,9.7915e-28
3.8477e+06,NaN,NaN,5.6611e-28
3.8672e+06,NaN,NaN,3.2703e-28
3.8867e+06,NaN,NaN,1.8875e-28
3.9063e+06,NaN,NaN,1.0885e-28
3.9258e+06,NaN,NaN,6.2719e-29
3.9453e+06,NaN,NaN,3.6108e-29
3.9648e+06,NaN,NaN,2.0771e-29
3.9844e+06,NaN,NaN,1.1938e-29
4.0039e+06,NaN,NaN,6.856e-30
4.0234e+06,NaN,NaN,3.9341e-30
4.043e+06,NaN,NaN,2.2556e-30
4.0625e+06,NaN,NaN,1.2922e-30
4.082e+06,NaN,NaN,7.3971e-31
4.1016e+06,NaN,NaN,4.231e-31
4.1211e+06,NaN,NaN,2.4181e-31
4.1406e+06,NaN,NaN,1.3809e-31
4.1602e+06,NaN,NaN,7.8801e-32
4.1797e+06,NaN,NaN,4.4931e-32
4.1992e+06,NaN,NaN,2.56e-32
4.2188e+06,NaN,NaN,1.4574e-32
4.2383e+06,NaN,NaN,8.291e-33
4.2578e+06,NaN,NaN,4.7131e-33
4.2773e+06,NaN,NaN,2.6771e-33
4.2969e+06,NaN,NaN,1.5195e-33
4.3164e+06,NaN,NaN,8.6186e-34
4.3359e+06,NaN,NaN,4.8847e-34
4.3555e+06,NaN,NaN,2.7664e-34
4.375e+06,NaN,NaN,1.5656e-34
4.3945e+06,NaN,NaN,8.8541e-35
4.4141e+06,NaN,NaN,5.0036e-35
4.4336e+06,NaN,NaN,2.8256e-35
4.4531e+06,NaN,NaN,1.5945e-35
4.4727e+06,NaN,NaN,8.9919e-36
4.4922e+06,NaN,NaN,5.0671e-36
4.5117e+06,NaN,NaN,2.8534e-36
4.5313e+06,NaN,NaN,1.6057e-36
4.5508e+06,NaN,NaN,9.0299e-37
4.5703e+06,NaN,NaN,5.0745e-37
4.5898e+06,NaN,NaN,2.8497e-37
4.6094e+06,NaN,NaN,1.5993e-37
4.6289e+06,NaN,NaN,8.9691e-38
4.6484e+06,NaN,NaN,5.0267e-38
4.668e+06,NaN,NaN,2.8153e-38
4.6875e+06,NaN,NaN,1.5758e-38
4.707e+06,NaN,NaN,8.8139e-39
4.7266e+06,NaN,NaN,4.9267e-39
4.7461e+06,NaN,NaN,2.7521e-39
4.7656e+06,NaN,NaN,1.5364e-39
4.7852e+06,NaN,NaN,8.5718e-40
4.8047e+06,NaN,NaN,4.7797e-40
4.8242e+06,NaN,NaN,2.664e-40
4.8438e+06,NaN,NaN,1.4846e-40
4.8633e+06,NaN,NaN,8.2777e-41
4.8828e+06,NaN,NaN,4.6254e-41
4.9023e+06,NaN,NaN,2.6001e-41
4.9219e+06,NaN,NaN,1.4828e-41
4.9414e+06,NaN,NaN,8.733e-42
4.9609e+06,NaN,NaN,5.4933e-42
4.9805e+06,NaN,NaN,3.9128e-42
